"st_fips","state","estimate","moe","year","child_age","child_parent"
26,"Michigan",140219,5301,2017,"03-04","Married Couple"
26,"Michigan",70437,3785,2017,"05","Married Couple"
26,"Michigan",442291,7345,2017,"06-11","Married Couple"
26,"Michigan",473339,7237,2017,"12-17","Married Couple"
26,"Michigan",28357,2706,2017,"00-02","Single Parent (Dad)"
26,"Michigan",15105,2005,2017,"03-04","Single Parent (Dad)"
26,"Michigan",7236,1545,2017,"05","Single Parent (Dad)"
26,"Michigan",51351,4054,2017,"06-11","Single Parent (Dad)"
26,"Michigan",54278,3645,2017,"12-17","Single Parent (Dad)"
26,"Michigan",65811,4873,2017,"00-02","Single Parent (Mom)"
26,"Michigan",46166,3893,2017,"03-04","Single Parent (Mom)"
26,"Michigan",20123,2238,2017,"05","Single Parent (Mom)"
26,"Michigan",152741,6623,2017,"06-11","Single Parent (Mom)"
26,"Michigan",164872,6202,2017,"12-17","Single Parent (Mom)"
26,"Michigan",200208,6246,2019,"00-02","Married Couple"
26,"Michigan",143685,4939,2019,"03-04","Married Couple"
26,"Michigan",69842,4104,2019,"05","Married Couple"
26,"Michigan",428500,9382,2019,"06-11","Married Couple"
26,"Michigan",474341,8048,2019,"12-17","Married Couple"
26,"Michigan",24901,2417,2019,"00-02","Single Parent (Dad)"
26,"Michigan",16927,2166,2019,"03-04","Single Parent (Dad)"
26,"Michigan",8312,1675,2019,"05","Single Parent (Dad)"
26,"Michigan",53911,4418,2019,"06-11","Single Parent (Dad)"
26,"Michigan",52306,4162,2019,"12-17","Single Parent (Dad)"
26,"Michigan",57339,4326,2019,"00-02","Single Parent (Mom)"
26,"Michigan",48683,3707,2019,"03-04","Single Parent (Mom)"
26,"Michigan",24891,2948,2019,"05","Single Parent (Mom)"
26,"Michigan",145019,7946,2019,"06-11","Single Parent (Mom)"
26,"Michigan",161693,6874,2019,"12-17","Single Parent (Mom)"
26,"Michigan",194810,6245,2021,"00-02","Married Couple"
26,"Michigan",149975,4757,2021,"03-04","Married Couple"
26,"Michigan",72418,4407,2021,"05","Married Couple"
26,"Michigan",443453,10556,2021,"06-11","Married Couple"
26,"Michigan",480491,7738,2021,"12-17","Married Couple"
26,"Michigan",24207,3229,2021,"00-02","Single Parent (Dad)"
26,"Michigan",15212,2374,2021,"03-04","Single Parent (Dad)"
26,"Michigan",6863,1466,2021,"05","Single Parent (Dad)"
26,"Michigan",51935,5049,2021,"06-11","Single Parent (Dad)"
26,"Michigan",56363,4314,2021,"12-17","Single Parent (Dad)"
26,"Michigan",56104,4499,2021,"00-02","Single Parent (Mom)"
26,"Michigan",38983,3785,2021,"03-04","Single Parent (Mom)"
26,"Michigan",22368,2895,2021,"05","Single Parent (Mom)"
26,"Michigan",152058,9465,2021,"06-11","Single Parent (Mom)"
26,"Michigan",159721,6956,2021,"12-17","Single Parent (Mom)"
26,"Michigan",193252,5520,2023,"00-02","Married Couple"
26,"Michigan",137793,4358,2023,"03-04","Married Couple"
26,"Michigan",68248,3996,2023,"05","Married Couple"
26,"Michigan",441625,9348,2023,"06-11","Married Couple"
26,"Michigan",464497,11593,2023,"12-17","Married Couple"
26,"Michigan",21647,3036,2023,"00-02","Single Parent (Dad)"
26,"Michigan",17428,3076,2023,"03-04","Single Parent (Dad)"
26,"Michigan",7105,1761,2023,"05","Single Parent (Dad)"
26,"Michigan",53839,5284,2023,"06-11","Single Parent (Dad)"
26,"Michigan",59228,4831,2023,"12-17","Single Parent (Dad)"
26,"Michigan",52611,3986,2023,"00-02","Single Parent (Mom)"
26,"Michigan",41258,3335,2023,"03-04","Single Parent (Mom)"
26,"Michigan",20810,2311,2023,"05","Single Parent (Mom)"
26,"Michigan",141578,6759,2023,"06-11","Single Parent (Mom)"
26,"Michigan",161584,8843,2023,"12-17","Single Parent (Mom)"
27,"Minnesota",139289,4283,2011,"00-02","Married Couple"
27,"Minnesota",97518,3440,2011,"03-04","Married Couple"
27,"Minnesota",47995,2890,2011,"05","Married Couple"
27,"Minnesota",302728,6151,2011,"06-11","Married Couple"
27,"Minnesota",290186,6290,2011,"12-17","Married Couple"
27,"Minnesota",14429,2053,2011,"00-02","Single Parent (Dad)"
27,"Minnesota",10329,1784,2011,"03-04","Single Parent (Dad)"
27,"Minnesota",4910,1117,2011,"05","Single Parent (Dad)"
27,"Minnesota",26980,2654,2011,"06-11","Single Parent (Dad)"
27,"Minnesota",26933,2632,2011,"12-17","Single Parent (Dad)"
27,"Minnesota",32981,3239,2011,"00-02","Single Parent (Mom)"
27,"Minnesota",25579,2317,2011,"03-04","Single Parent (Mom)"
27,"Minnesota",12377,1704,2011,"05","Single Parent (Mom)"
27,"Minnesota",78163,4350,2011,"06-11","Single Parent (Mom)"
27,"Minnesota",76104,4458,2011,"12-17","Single Parent (Mom)"
27,"Minnesota",140490,4458,2013,"00-02","Married Couple"
27,"Minnesota",97246,3495,2013,"03-04","Married Couple"
27,"Minnesota",48809,2563,2013,"05","Married Couple"
27,"Minnesota",295169,6208,2013,"06-11","Married Couple"
27,"Minnesota",288425,5809,2013,"12-17","Married Couple"
27,"Minnesota",13363,1983,2013,"00-02","Single Parent (Dad)"
27,"Minnesota",8361,1607,2013,"03-04","Single Parent (Dad)"
27,"Minnesota",3268,821,2013,"05","Single Parent (Dad)"
27,"Minnesota",27180,2994,2013,"06-11","Single Parent (Dad)"
27,"Minnesota",28692,3137,2013,"12-17","Single Parent (Dad)"
27,"Minnesota",31305,2712,2013,"00-02","Single Parent (Mom)"
27,"Minnesota",23954,2442,2013,"03-04","Single Parent (Mom)"
27,"Minnesota",12204,1707,2013,"05","Single Parent (Mom)"
27,"Minnesota",86440,5025,2013,"06-11","Single Parent (Mom)"
27,"Minnesota",81944,4910,2013,"12-17","Single Parent (Mom)"
27,"Minnesota",143015,4359,2015,"00-02","Married Couple"
27,"Minnesota",101286,3701,2015,"03-04","Married Couple"
27,"Minnesota",47920,2809,2015,"05","Married Couple"
27,"Minnesota",295200,6996,2015,"06-11","Married Couple"
27,"Minnesota",288707,6124,2015,"12-17","Married Couple"
27,"Minnesota",15266,2066,2015,"00-02","Single Parent (Dad)"
27,"Minnesota",9395,1716,2015,"03-04","Single Parent (Dad)"
27,"Minnesota",5082,1269,2015,"05","Single Parent (Dad)"
27,"Minnesota",29874,3152,2015,"06-11","Single Parent (Dad)"
27,"Minnesota",32062,3157,2015,"12-17","Single Parent (Dad)"
27,"Minnesota",31757,3049,2015,"00-02","Single Parent (Mom)"
27,"Minnesota",21885,2534,2015,"03-04","Single Parent (Mom)"
27,"Minnesota",10952,1778,2015,"05","Single Parent (Mom)"
27,"Minnesota",80868,4505,2015,"06-11","Single Parent (Mom)"
27,"Minnesota",77939,4727,2015,"12-17","Single Parent (Mom)"
27,"Minnesota",150662,4152,2017,"00-02","Married Couple"
27,"Minnesota",104277,4122,2017,"03-04","Married Couple"
27,"Minnesota",49730,3380,2017,"05","Married Couple"
27,"Minnesota",297050,6196,2017,"06-11","Married Couple"
27,"Minnesota",294822,6282,2017,"12-17","Married Couple"
27,"Minnesota",12065,1909,2017,"00-02","Single Parent (Dad)"
27,"Minnesota",8605,1298,2017,"03-04","Single Parent (Dad)"
27,"Minnesota",4117,1014,2017,"05","Single Parent (Dad)"
27,"Minnesota",31976,2741,2017,"06-11","Single Parent (Dad)"
27,"Minnesota",29072,2725,2017,"12-17","Single Parent (Dad)"
27,"Minnesota",28422,3061,2017,"00-02","Single Parent (Mom)"
27,"Minnesota",22331,2560,2017,"03-04","Single Parent (Mom)"
27,"Minnesota",12270,2086,2017,"05","Single Parent (Mom)"
27,"Minnesota",75506,5099,2017,"06-11","Single Parent (Mom)"
27,"Minnesota",76196,4561,2017,"12-17","Single Parent (Mom)"
27,"Minnesota",143548,3897,2019,"00-02","Married Couple"
27,"Minnesota",100210,3805,2019,"03-04","Married Couple"
27,"Minnesota",49309,2748,2019,"05","Married Couple"
27,"Minnesota",294681,7600,2019,"06-11","Married Couple"
27,"Minnesota",291181,7221,2019,"12-17","Married Couple"
27,"Minnesota",15356,2293,2019,"00-02","Single Parent (Dad)"
27,"Minnesota",9776,1564,2019,"03-04","Single Parent (Dad)"
27,"Minnesota",4883,1436,2019,"05","Single Parent (Dad)"
27,"Minnesota",31930,2565,2019,"06-11","Single Parent (Dad)"
27,"Minnesota",33915,3259,2019,"12-17","Single Parent (Dad)"
27,"Minnesota",28522,3073,2019,"00-02","Single Parent (Mom)"
27,"Minnesota",21232,2732,2019,"03-04","Single Parent (Mom)"
27,"Minnesota",11753,2049,2019,"05","Single Parent (Mom)"
27,"Minnesota",77986,6125,2019,"06-11","Single Parent (Mom)"
27,"Minnesota",78574,5148,2019,"12-17","Single Parent (Mom)"
27,"Minnesota",134304,4857,2021,"00-02","Married Couple"
27,"Minnesota",96993,4214,2021,"03-04","Married Couple"
27,"Minnesota",49343,3784,2021,"05","Married Couple"
27,"Minnesota",303892,7777,2021,"06-11","Married Couple"
27,"Minnesota",306957,7778,2021,"12-17","Married Couple"
27,"Minnesota",13967,2465,2021,"00-02","Single Parent (Dad)"
27,"Minnesota",9676,1789,2021,"03-04","Single Parent (Dad)"
27,"Minnesota",5244,1247,2021,"05","Single Parent (Dad)"
27,"Minnesota",29670,3513,2021,"06-11","Single Parent (Dad)"
27,"Minnesota",32106,3506,2021,"12-17","Single Parent (Dad)"
27,"Minnesota",25225,2539,2021,"00-02","Single Parent (Mom)"
27,"Minnesota",20325,2628,2021,"03-04","Single Parent (Mom)"
27,"Minnesota",13549,2503,2021,"05","Single Parent (Mom)"
27,"Minnesota",75176,5733,2021,"06-11","Single Parent (Mom)"
27,"Minnesota",86364,5457,2021,"12-17","Single Parent (Mom)"
27,"Minnesota",139926,4490,2023,"00-02","Married Couple"
27,"Minnesota",97320,4319,2023,"03-04","Married Couple"
27,"Minnesota",45039,3290,2023,"05","Married Couple"
27,"Minnesota",308925,7095,2023,"06-11","Married Couple"
27,"Minnesota",311176,8304,2023,"12-17","Married Couple"
27,"Minnesota",13700,2054,2023,"00-02","Single Parent (Dad)"
27,"Minnesota",8086,1320,2023,"03-04","Single Parent (Dad)"
27,"Minnesota",5039,1288,2023,"05","Single Parent (Dad)"
27,"Minnesota",33950,3583,2023,"06-11","Single Parent (Dad)"
27,"Minnesota",32965,3574,2023,"12-17","Single Parent (Dad)"
27,"Minnesota",26650,3563,2023,"00-02","Single Parent (Mom)"
27,"Minnesota",18456,2494,2023,"03-04","Single Parent (Mom)"
27,"Minnesota",8602,1744,2023,"05","Single Parent (Mom)"
27,"Minnesota",72140,6462,2023,"06-11","Single Parent (Mom)"
27,"Minnesota",85871,6429,2023,"12-17","Single Parent (Mom)"
28,"Mississippi",53241,3807,2011,"00-02","Married Couple"
28,"Mississippi",39849,2905,2011,"03-04","Married Couple"
28,"Mississippi",17885,2091,2011,"05","Married Couple"
28,"Mississippi",119910,4200,2011,"06-11","Married Couple"
28,"Mississippi",129429,6166,2011,"12-17","Married Couple"
28,"Mississippi",6904,1432,2011,"00-02","Single Parent (Dad)"
28,"Mississippi",2939,1006,2011,"03-04","Single Parent (Dad)"
28,"Mississippi",1654,746,2011,"05","Single Parent (Dad)"
28,"Mississippi",11084,2291,2011,"06-11","Single Parent (Dad)"
28,"Mississippi",13702,2720,2011,"12-17","Single Parent (Dad)"
28,"Mississippi",30005,3120,2011,"00-02","Single Parent (Mom)"
28,"Mississippi",29748,3208,2011,"03-04","Single Parent (Mom)"
28,"Mississippi",12909,1993,2011,"05","Single Parent (Mom)"
28,"Mississippi",81976,5018,2011,"06-11","Single Parent (Mom)"
28,"Mississippi",79597,4593,2011,"12-17","Single Parent (Mom)"
28,"Mississippi",46610,3610,2013,"00-02","Married Couple"
28,"Mississippi",42322,3541,2013,"03-04","Married Couple"
28,"Mississippi",17131,2438,2013,"05","Married Couple"
28,"Mississippi",124383,5274,2013,"06-11","Married Couple"
28,"Mississippi",122101,5823,2013,"12-17","Married Couple"
28,"Mississippi",6311,1569,2013,"00-02","Single Parent (Dad)"
28,"Mississippi",4030,1259,2013,"03-04","Single Parent (Dad)"
28,"Mississippi",2873,1107,2013,"05","Single Parent (Dad)"
28,"Mississippi",10662,2185,2013,"06-11","Single Parent (Dad)"
28,"Mississippi",12978,2182,2013,"12-17","Single Parent (Dad)"
28,"Mississippi",27026,2817,2013,"00-02","Single Parent (Mom)"
28,"Mississippi",27480,3526,2013,"03-04","Single Parent (Mom)"
28,"Mississippi",12589,1923,2013,"05","Single Parent (Mom)"
28,"Mississippi",78035,5894,2013,"06-11","Single Parent (Mom)"
28,"Mississippi",75446,4598,2013,"12-17","Single Parent (Mom)"
28,"Mississippi",46925,3316,2015,"00-02","Married Couple"
28,"Mississippi",37410,2898,2015,"03-04","Married Couple"
28,"Mississippi",18322,2503,2015,"05","Married Couple"
28,"Mississippi",122273,5562,2015,"06-11","Married Couple"
28,"Mississippi",118751,5649,2015,"12-17","Married Couple"
28,"Mississippi",6331,1482,2015,"00-02","Single Parent (Dad)"
28,"Mississippi",3475,1261,2015,"03-04","Single Parent (Dad)"
28,"Mississippi",2327,933,2015,"05","Single Parent (Dad)"
28,"Mississippi",14074,2646,2015,"06-11","Single Parent (Dad)"
28,"Mississippi",15314,2229,2015,"12-17","Single Parent (Dad)"
28,"Mississippi",29999,3184,2015,"00-02","Single Parent (Mom)"
28,"Mississippi",19794,2427,2015,"03-04","Single Parent (Mom)"
28,"Mississippi",11632,2199,2015,"05","Single Parent (Mom)"
28,"Mississippi",75884,5223,2015,"06-11","Single Parent (Mom)"
28,"Mississippi",72078,5179,2015,"12-17","Single Parent (Mom)"
28,"Mississippi",50120,3882,2017,"00-02","Married Couple"
28,"Mississippi",37733,2635,2017,"03-04","Married Couple"
28,"Mississippi",17605,2323,2017,"05","Married Couple"
28,"Mississippi",123724,5807,2017,"06-11","Married Couple"
28,"Mississippi",121806,6378,2017,"12-17","Married Couple"
28,"Mississippi",8163,1912,2017,"00-02","Single Parent (Dad)"
28,"Mississippi",3489,1085,2017,"03-04","Single Parent (Dad)"
28,"Mississippi",1256,732,2017,"05","Single Parent (Dad)"
28,"Mississippi",15846,2682,2017,"06-11","Single Parent (Dad)"
28,"Mississippi",14106,2177,2017,"12-17","Single Parent (Dad)"
28,"Mississippi",24415,2931,2017,"00-02","Single Parent (Mom)"
28,"Mississippi",18722,2558,2017,"03-04","Single Parent (Mom)"
28,"Mississippi",8706,1723,2017,"05","Single Parent (Mom)"
28,"Mississippi",70387,5099,2017,"06-11","Single Parent (Mom)"
28,"Mississippi",72850,5091,2017,"12-17","Single Parent (Mom)"
28,"Mississippi",47907,3814,2019,"00-02","Married Couple"
28,"Mississippi",34796,3556,2019,"03-04","Married Couple"
28,"Mississippi",18054,2436,2019,"05","Married Couple"
28,"Mississippi",107693,5753,2019,"06-11","Married Couple"
28,"Mississippi",125973,6980,2019,"12-17","Married Couple"
28,"Mississippi",6755,2034,2019,"00-02","Single Parent (Dad)"
28,"Mississippi",3423,1321,2019,"03-04","Single Parent (Dad)"
28,"Mississippi",1426,793,2019,"05","Single Parent (Dad)"
28,"Mississippi",9737,2820,2019,"06-11","Single Parent (Dad)"
28,"Mississippi",12556,2684,2019,"12-17","Single Parent (Dad)"
28,"Mississippi",26206,3345,2019,"00-02","Single Parent (Mom)"
28,"Mississippi",17727,3149,2019,"03-04","Single Parent (Mom)"
28,"Mississippi",11406,2326,2019,"05","Single Parent (Mom)"
28,"Mississippi",69360,5449,2019,"06-11","Single Parent (Mom)"
28,"Mississippi",67891,6176,2019,"12-17","Single Parent (Mom)"
28,"Mississippi",49339,3527,2021,"00-02","Married Couple"
28,"Mississippi",37883,3829,2021,"03-04","Married Couple"
28,"Mississippi",17044,2619,2021,"05","Married Couple"
28,"Mississippi",115921,5731,2021,"06-11","Married Couple"
28,"Mississippi",127843,6043,2021,"12-17","Married Couple"
28,"Mississippi",6451,1788,2021,"00-02","Single Parent (Dad)"
28,"Mississippi",3497,1164,2021,"03-04","Single Parent (Dad)"
28,"Mississippi",1745,914,2021,"05","Single Parent (Dad)"
28,"Mississippi",11586,2393,2021,"06-11","Single Parent (Dad)"
28,"Mississippi",15324,3367,2021,"12-17","Single Parent (Dad)"
28,"Mississippi",24504,4157,2021,"00-02","Single Parent (Mom)"
28,"Mississippi",18758,3003,2021,"03-04","Single Parent (Mom)"
28,"Mississippi",9212,1993,2021,"05","Single Parent (Mom)"
28,"Mississippi",63002,5246,2021,"06-11","Single Parent (Mom)"
28,"Mississippi",75375,5341,2021,"12-17","Single Parent (Mom)"
28,"Mississippi",47380,3431,2023,"00-02","Married Couple"
28,"Mississippi",35071,2896,2023,"03-04","Married Couple"
28,"Mississippi",15459,2340,2023,"05","Married Couple"
28,"Mississippi",116358,6554,2023,"06-11","Married Couple"
28,"Mississippi",124886,6315,2023,"12-17","Married Couple"
28,"Mississippi",5806,1797,2023,"00-02","Single Parent (Dad)"
28,"Mississippi",3354,974,2023,"03-04","Single Parent (Dad)"
28,"Mississippi",2065,1294,2023,"05","Single Parent (Dad)"
28,"Mississippi",12276,3078,2023,"06-11","Single Parent (Dad)"
28,"Mississippi",14591,2796,2023,"12-17","Single Parent (Dad)"
28,"Mississippi",17253,2792,2023,"00-02","Single Parent (Mom)"
28,"Mississippi",18578,3067,2023,"03-04","Single Parent (Mom)"
28,"Mississippi",6927,1518,2023,"05","Single Parent (Mom)"
28,"Mississippi",56133,5026,2023,"06-11","Single Parent (Mom)"
28,"Mississippi",71545,4875,2023,"12-17","Single Parent (Mom)"
29,"Missouri",130369,4531,2011,"00-02","Married Couple"
29,"Missouri",92995,4445,2011,"03-04","Married Couple"
29,"Missouri",50841,3553,2011,"05","Married Couple"
29,"Missouri",288808,7498,2011,"06-11","Married Couple"
29,"Missouri",296116,7109,2011,"12-17","Married Couple"
29,"Missouri",15488,2660,2011,"00-02","Single Parent (Dad)"
29,"Missouri",11540,1802,2011,"03-04","Single Parent (Dad)"
29,"Missouri",5824,1462,2011,"05","Single Parent (Dad)"
29,"Missouri",26156,3316,2011,"06-11","Single Parent (Dad)"
29,"Missouri",28717,3315,2011,"12-17","Single Parent (Dad)"
29,"Missouri",43745,3485,2011,"00-02","Single Parent (Mom)"
29,"Missouri",36695,3137,2011,"03-04","Single Parent (Mom)"
29,"Missouri",17687,2503,2011,"05","Single Parent (Mom)"
29,"Missouri",107729,6260,2011,"06-11","Single Parent (Mom)"
29,"Missouri",111078,6211,2011,"12-17","Single Parent (Mom)"
29,"Missouri",127681,5005,2013,"00-02","Married Couple"
29,"Missouri",95843,4392,2013,"03-04","Married Couple"
29,"Missouri",46692,3678,2013,"05","Married Couple"
29,"Missouri",293207,8084,2013,"06-11","Married Couple"
29,"Missouri",286574,7955,2013,"12-17","Married Couple"
29,"Missouri",11837,2058,2013,"00-02","Single Parent (Dad)"
29,"Missouri",8500,1683,2013,"03-04","Single Parent (Dad)"
29,"Missouri",4535,1060,2013,"05","Single Parent (Dad)"
29,"Missouri",25927,3245,2013,"06-11","Single Parent (Dad)"
29,"Missouri",32374,3868,2013,"12-17","Single Parent (Dad)"
29,"Missouri",44963,3917,2013,"00-02","Single Parent (Mom)"
29,"Missouri",33344,3779,2013,"03-04","Single Parent (Mom)"
29,"Missouri",18381,2069,2013,"05","Single Parent (Mom)"
29,"Missouri",101653,6575,2013,"06-11","Single Parent (Mom)"
29,"Missouri",101104,4899,2013,"12-17","Single Parent (Mom)"
29,"Missouri",139476,4776,2015,"00-02","Married Couple"
29,"Missouri",89321,3542,2015,"03-04","Married Couple"
29,"Missouri",45698,3301,2015,"05","Married Couple"
29,"Missouri",284606,7444,2015,"06-11","Married Couple"
29,"Missouri",287786,7842,2015,"12-17","Married Couple"
29,"Missouri",12667,1863,2015,"00-02","Single Parent (Dad)"
29,"Missouri",9266,2000,2015,"03-04","Single Parent (Dad)"
29,"Missouri",4965,1407,2015,"05","Single Parent (Dad)"
29,"Missouri",34596,3900,2015,"06-11","Single Parent (Dad)"
29,"Missouri",28589,2873,2015,"12-17","Single Parent (Dad)"
29,"Missouri",43591,4126,2015,"00-02","Single Parent (Mom)"
29,"Missouri",29220,2844,2015,"03-04","Single Parent (Mom)"
29,"Missouri",13743,2335,2015,"05","Single Parent (Mom)"
29,"Missouri",105606,5799,2015,"06-11","Single Parent (Mom)"
29,"Missouri",103408,5723,2015,"12-17","Single Parent (Mom)"
29,"Missouri",133259,4574,2017,"00-02","Married Couple"
29,"Missouri",95689,4950,2017,"03-04","Married Couple"
29,"Missouri",46814,3730,2017,"05","Married Couple"
29,"Missouri",279167,8070,2017,"06-11","Married Couple"
29,"Missouri",279737,8463,2017,"12-17","Married Couple"
29,"Missouri",14442,2427,2017,"00-02","Single Parent (Dad)"
29,"Missouri",9759,1912,2017,"03-04","Single Parent (Dad)"
29,"Missouri",4751,1497,2017,"05","Single Parent (Dad)"
29,"Missouri",26950,3167,2017,"06-11","Single Parent (Dad)"
29,"Missouri",31434,3871,2017,"12-17","Single Parent (Dad)"
29,"Missouri",41842,3612,2017,"00-02","Single Parent (Mom)"
29,"Missouri",28270,3223,2017,"03-04","Single Parent (Mom)"
29,"Missouri",12875,1842,2017,"05","Single Parent (Mom)"
29,"Missouri",97179,6374,2017,"06-11","Single Parent (Mom)"
29,"Missouri",109065,6604,2017,"12-17","Single Parent (Mom)"
29,"Missouri",130598,4403,2019,"00-02","Married Couple"
29,"Missouri",92060,4824,2019,"03-04","Married Couple"
29,"Missouri",47987,3154,2019,"05","Married Couple"
29,"Missouri",280684,7914,2019,"06-11","Married Couple"
29,"Missouri",285488,8918,2019,"12-17","Married Couple"
29,"Missouri",17268,2959,2019,"00-02","Single Parent (Dad)"
29,"Missouri",11393,2225,2019,"03-04","Single Parent (Dad)"
29,"Missouri",6949,1503,2019,"05","Single Parent (Dad)"
29,"Missouri",36017,4517,2019,"06-11","Single Parent (Dad)"
29,"Missouri",32333,3916,2019,"12-17","Single Parent (Dad)"
29,"Missouri",36773,4051,2019,"00-02","Single Parent (Mom)"
29,"Missouri",25113,3170,2019,"03-04","Single Parent (Mom)"
29,"Missouri",10746,1771,2019,"05","Single Parent (Mom)"
29,"Missouri",89762,5732,2019,"06-11","Single Parent (Mom)"
29,"Missouri",95224,6181,2019,"12-17","Single Parent (Mom)"
29,"Missouri",123605,5015,2021,"00-02","Married Couple"
29,"Missouri",100511,4733,2021,"03-04","Married Couple"
29,"Missouri",50053,3266,2021,"05","Married Couple"
29,"Missouri",292555,8738,2021,"06-11","Married Couple"
29,"Missouri",300776,9436,2021,"12-17","Married Couple"
29,"Missouri",13027,2314,2021,"00-02","Single Parent (Dad)"
29,"Missouri",8905,1663,2021,"03-04","Single Parent (Dad)"
29,"Missouri",4102,1168,2021,"05","Single Parent (Dad)"
29,"Missouri",32341,3642,2021,"06-11","Single Parent (Dad)"
29,"Missouri",31818,3901,2021,"12-17","Single Parent (Dad)"
29,"Missouri",38588,4076,2021,"00-02","Single Parent (Mom)"
29,"Missouri",25802,2923,2021,"03-04","Single Parent (Mom)"
29,"Missouri",15029,2576,2021,"05","Single Parent (Mom)"
29,"Missouri",87806,6809,2021,"06-11","Single Parent (Mom)"
29,"Missouri",104117,6049,2021,"12-17","Single Parent (Mom)"
29,"Missouri",137667,4723,2023,"00-02","Married Couple"
29,"Missouri",90864,3476,2023,"03-04","Married Couple"
29,"Missouri",44727,4008,2023,"05","Married Couple"
29,"Missouri",294194,7408,2023,"06-11","Married Couple"
29,"Missouri",300849,8270,2023,"12-17","Married Couple"
29,"Missouri",15935,2290,2023,"00-02","Single Parent (Dad)"
29,"Missouri",8753,1989,2023,"03-04","Single Parent (Dad)"
29,"Missouri",4810,1262,2023,"05","Single Parent (Dad)"
29,"Missouri",31960,4394,2023,"06-11","Single Parent (Dad)"
29,"Missouri",30137,3599,2023,"12-17","Single Parent (Dad)"
29,"Missouri",30348,3361,2023,"00-02","Single Parent (Mom)"
29,"Missouri",26332,3182,2023,"03-04","Single Parent (Mom)"
29,"Missouri",14742,2737,2023,"05","Single Parent (Mom)"
29,"Missouri",86186,6553,2023,"06-11","Single Parent (Mom)"
29,"Missouri",101029,6449,2023,"12-17","Single Parent (Mom)"
30,"Montana",23026,1858,2011,"00-02","Married Couple"
30,"Montana",16466,1560,2011,"03-04","Married Couple"
30,"Montana",9829,1392,2011,"05","Married Couple"
30,"Montana",48723,3150,2011,"06-11","Married Couple"
30,"Montana",48487,2636,2011,"12-17","Married Couple"
30,"Montana",1905,636,2011,"00-02","Single Parent (Dad)"
30,"Montana",1564,653,2011,"03-04","Single Parent (Dad)"
30,"Montana",1118,669,2011,"05","Single Parent (Dad)"
30,"Montana",4899,1545,2011,"06-11","Single Parent (Dad)"
30,"Montana",6042,1299,2011,"12-17","Single Parent (Dad)"
30,"Montana",5200,1237,2011,"00-02","Single Parent (Mom)"
30,"Montana",5456,1115,2011,"03-04","Single Parent (Mom)"
30,"Montana",2280,977,2011,"05","Single Parent (Mom)"
30,"Montana",13868,2251,2011,"06-11","Single Parent (Mom)"
30,"Montana",13106,1662,2011,"12-17","Single Parent (Mom)"
30,"Montana",23122,1639,2013,"00-02","Married Couple"
30,"Montana",15160,1470,2013,"03-04","Married Couple"
30,"Montana",8779,1266,2013,"05","Married Couple"
30,"Montana",47090,2930,2013,"06-11","Married Couple"
30,"Montana",46659,2750,2013,"12-17","Married Couple"
30,"Montana",2203,774,2013,"00-02","Single Parent (Dad)"
30,"Montana",1659,526,2013,"03-04","Single Parent (Dad)"
30,"Montana",1285,585,2013,"05","Single Parent (Dad)"
30,"Montana",5778,1250,2013,"06-11","Single Parent (Dad)"
30,"Montana",5477,1379,2013,"12-17","Single Parent (Dad)"
30,"Montana",6710,1608,2013,"00-02","Single Parent (Mom)"
30,"Montana",4969,1274,2013,"03-04","Single Parent (Mom)"
30,"Montana",3559,1157,2013,"05","Single Parent (Mom)"
30,"Montana",13310,1604,2013,"06-11","Single Parent (Mom)"
30,"Montana",15140,1905,2013,"12-17","Single Parent (Mom)"
30,"Montana",25100,1758,2015,"00-02","Married Couple"
30,"Montana",15403,1447,2015,"03-04","Married Couple"
30,"Montana",9498,1380,2015,"05","Married Couple"
30,"Montana",51852,2705,2015,"06-11","Married Couple"
30,"Montana",50202,2489,2015,"12-17","Married Couple"
30,"Montana",2104,788,2015,"00-02","Single Parent (Dad)"
30,"Montana",1590,837,2015,"03-04","Single Parent (Dad)"
30,"Montana",1051,438,2015,"05","Single Parent (Dad)"
30,"Montana",5470,1473,2015,"06-11","Single Parent (Dad)"
30,"Montana",5603,1013,2015,"12-17","Single Parent (Dad)"
30,"Montana",6571,1275,2015,"00-02","Single Parent (Mom)"
30,"Montana",3611,1171,2015,"03-04","Single Parent (Mom)"
30,"Montana",1925,749,2015,"05","Single Parent (Mom)"
30,"Montana",13081,2321,2015,"06-11","Single Parent (Mom)"
30,"Montana",10050,1849,2015,"12-17","Single Parent (Mom)"
30,"Montana",24271,1966,2017,"00-02","Married Couple"
30,"Montana",18235,1565,2017,"03-04","Married Couple"
30,"Montana",8255,1359,2017,"05","Married Couple"
30,"Montana",50602,2949,2017,"06-11","Married Couple"
30,"Montana",52369,3130,2017,"12-17","Married Couple"
30,"Montana",2065,659,2017,"00-02","Single Parent (Dad)"
30,"Montana",1858,841,2017,"03-04","Single Parent (Dad)"
30,"Montana",989,503,2017,"05","Single Parent (Dad)"
30,"Montana",6288,1764,2017,"06-11","Single Parent (Dad)"
30,"Montana",5632,1653,2017,"12-17","Single Parent (Dad)"
30,"Montana",4394,1675,2017,"00-02","Single Parent (Mom)"
30,"Montana",3451,983,2017,"03-04","Single Parent (Mom)"
30,"Montana",1843,856,2017,"05","Single Parent (Mom)"
30,"Montana",11811,1667,2017,"06-11","Single Parent (Mom)"
